,customer_city,customer_state,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,shipping_limit_date,price,freight_value,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,payment_sequential,payment_type,payment_installments,payment_value,seller_city,seller_state,product_category_name_english,product_category,product_vol_cm3,estimated_days,arrival_days,shipping_days,seller_to_carrier_status,arrival_status,estimated_delivery_rate,arrival_delivery_rate,shipping_delivery_rate
53128,ituiutaba,MG,2017-03-08 13:00:22,2017-03-09 13:10:48,2017-03-15 11:04:52,2017-03-21 12:47:55,2017-04-13,5,,amei o site da loja ,2017-03-22 00:00:00,2017-03-23 15:41:34,2017-03-22 13:10:48,299.0,28.56,59.0,593.0,1.0,3300.0,1,credit_card,1,327.56,montenegro,RS,cool_stuff,Fashion,27588.0,35,12,6,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
71843,vila flores,RS,2018-08-05 19:22:48,2018-08-07 04:44:36,2018-08-07 12:30:00,2018-08-16 18:28:48,2018-09-03,5,,,2018-08-17 00:00:00,2018-08-19 22:31:54,2018-08-21 04:44:36,122.99,84.63,50.0,1257.0,1.0,700.0,1,boleto,1,207.62,sao luis,MA,health_beauty,Beauty & Health,5700.0,28,10,9,OnTime/Early,OnTime/Early,Slow,Fast,Fast
3840,raposo,RJ,2018-01-20 09:20:33,2018-01-20 09:32:59,2018-01-30 17:28:34,2018-03-01 12:22:59,2018-02-19,5,,,2018-02-21 00:00:00,2018-03-01 14:45:33,2018-01-26 09:32:59,359.7,17.27,39.0,677.0,1.0,12600.0,1,credit_card,8,376.97,sao paulo,SP,furniture_decor,Furniture,55125.0,29,40,29,Late,Late,Slow,Very Slow,Slow
107720,barrinha,SP,2017-11-24 13:15:25,2017-11-25 04:55:33,2017-11-28 18:04:26,2017-12-06 22:27:55,2017-12-14,5,,,2017-12-09 00:00:00,2017-12-09 21:58:09,2017-11-30 04:55:33,29.99,11.85,34.0,222.0,2.0,3400.0,1,boleto,1,41.84,sao paulo,SP,fashion_bags_accessories,Fashion,40000.0,19,12,8,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
61827,barretos,SP,2017-09-10 19:12:26,2017-09-10 19:30:23,2017-09-12 15:35:07,2017-09-15 18:47:55,2017-09-27,5,,"Recebi o produto e está operando sem problemas, recomendo.",2017-09-16 00:00:00,2017-09-18 18:41:13,2017-09-14 19:30:23,454.99,24.81,58.0,1745.0,2.0,6550.0,2,voucher,1,100.0,sao jose dos campos,SP,computers_accessories,Electronics,18000.0,16,4,3,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
72368,guarara,MG,2017-11-29 10:09:18,2017-11-29 10:30:24,2017-11-30 20:58:41,2017-12-12 17:24:11,2017-12-22,4,,,2017-12-13 00:00:00,2017-12-14 12:00:11,2017-12-05 10:30:24,325.0,17.02,60.0,2644.0,6.0,400.0,1,credit_card,7,342.02,sao bernardo do campo,SP,health_beauty,Beauty & Health,2992.0,22,13,11,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
40525,sao paulo,SP,2017-11-26 20:58:46,2017-11-26 21:14:13,2017-12-05 00:12:31,2017-12-14 19:41:42,2017-12-15,5,,,2017-12-15 00:00:00,2017-12-17 21:24:41,2017-11-30 21:14:13,115.9,13.15,50.0,256.0,1.0,2300.0,1,voucher,1,129.05,ibitinga,SP,bed_bath_table,Furniture,8400.0,18,17,9,Late,OnTime/Early,Neutral,Neutral,Fast
21585,porto alegre,RS,2018-03-30 10:45:50,2018-03-30 10:55:08,2018-04-02 20:44:29,2018-04-17 23:32:19,2018-04-27,3,,,2018-04-18 00:00:00,2018-04-19 09:14:52,2018-04-09 10:55:08,219.0,16.41,45.0,570.0,2.0,725.0,1,credit_card,6,235.41,sao paulo,SP,sports_leisure,Entertainment,3990.0,27,18,15,OnTime/Early,OnTime/Early,Slow,Neutral,Fast
48052,sao francisco de assis,RS,2018-03-26 15:50:00,2018-03-26 16:08:22,2018-03-27 17:31:41,2018-04-02 21:33:21,2018-04-17,4,,"Chegou no prazo, produto de boa qualidade. 
",2018-04-03 00:00:00,2018-04-04 13:11:28,2018-03-30 16:08:22,59.9,19.39,49.0,893.0,1.0,725.0,2,voucher,1,60.29,joinville,SC,toys,Entertainment,12500.0,21,7,6,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
13560,rio de janeiro,RJ,2018-02-10 16:02:30,2018-02-10 16:15:26,2018-02-14 18:14:28,2018-02-21 20:42:37,2018-03-06,1,,"Péssimo. produto consta como entregue e não recebi o produto.Não existe um tel. p/ falar com um atendente só um robô do outro lado da linha,48 horas úteis p/ uma resposta é muita coisa .",2018-02-22 00:00:00,2018-02-22 19:06:32,2018-02-15 16:15:26,29.99,14.1,51.0,658.0,2.0,150.0,1,credit_card,1,44.09,sao paulo,SP,auto,Electronics,4096.0,23,11,7,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
60172,porto alegre,RS,2018-08-23 11:30:04,2018-08-23 11:45:56,2018-08-23 12:12:00,2018-08-27 16:52:02,2018-09-20,5,,,2018-08-28 00:00:00,2018-08-29 11:24:37,2018-08-31 11:45:56,99.0,14.03,47.0,207.0,1.0,100.0,1,debit_card,1,226.06,parai,RS,computers_accessories,Electronics,1536.0,27,4,4,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast
16307,sao paulo,SP,2017-12-21 09:01:00,2017-12-22 12:33:31,2017-12-26 17:48:13,2017-12-27 20:37:47,2018-01-10,3,,Chigling,2017-12-28 00:00:00,2017-12-28 22:54:59,2017-12-29 12:31:36,47.9,9.27,59.0,1299.0,3.0,500.0,1,credit_card,1,57.17,salto,SP,sports_leisure,Entertainment,3000.0,19,6,1,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
25503,dourados,MS,2017-09-03 22:14:32,2017-09-03 22:25:09,2017-09-04 16:57:13,2017-09-13 19:46:18,2017-09-26,1,,"Minha opinião, até o momento, é a pior possível. Recebi somente o bebe conforto do que seria um kit, tentei contato e pra minha surpresa só tem contato virtual, tentei ligar e ninguém para atender.!!",2017-09-14 00:00:00,2017-09-15 19:43:14,2017-09-10 22:25:09,887.0,26.7,56.0,1882.0,4.0,10700.0,1,credit_card,10,913.7,santa barbara d´oeste,SP,baby,Fashion,103740.0,22,9,9,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
26134,sao paulo,SP,2018-01-23 22:34:33,2018-01-23 22:53:23,2018-01-24 21:51:34,2018-01-26 23:28:55,2018-02-07,5,,"Produto veio certinho e a entrega foi super rápida, entregaram antes do prazo.",2018-01-27 00:00:00,2018-01-30 17:48:46,2018-01-29 22:53:23,1269.0,37.26,42.0,829.0,5.0,12100.0,2,credit_card,2,900.0,sao paulo,SP,baby,Fashion,102608.0,14,3,2,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
99436,teresina,PI,2018-01-11 20:33:22,2018-01-11 20:47:50,2018-01-13 02:43:05,2018-01-26 11:46:56,2018-02-06,5,,,2018-01-27 00:00:00,2018-01-28 15:50:42,2018-01-17 20:47:50,13.65,21.15,38.0,375.0,1.0,150.0,1,credit_card,1,34.8,sao paulo,SP,electronics,Electronics,4862.0,25,14,13,OnTime/Early,OnTime/Early,Slow,Fast,Fast
55667,fortaleza,CE,2018-04-27 11:07:33,2018-04-27 11:31:19,2018-04-27 13:39:00,2018-05-03 20:57:35,2018-05-24,5,,,2018-05-04 00:00:00,2018-05-05 00:06:17,2018-05-04 11:30:28,149.9,17.02,48.0,894.0,1.0,533.0,1,credit_card,2,166.92,recife,PE,computers_accessories,Electronics,4840.0,26,6,6,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast
89316,santo antonio de padua,RJ,2018-02-28 16:24:51,2018-02-28 16:51:12,2018-03-07 20:38:33,2018-04-10 22:04:10,2018-03-26,1,,loja pessima ,2018-03-28 00:00:00,2018-03-31 19:32:50,2018-03-06 16:51:12,49.0,15.1,52.0,90.0,2.0,5650.0,1,credit_card,6,64.1,campo limpo paulista,SP,stationery,Books & Stationery,12000.0,25,41,34,Late,Late,Slow,Very Slow,Slow
57124,sao paulo,SP,2018-02-18 21:54:33,2018-02-18 22:55:26,2018-02-20 16:30:08,2018-02-23 23:12:49,2018-03-06,4,,,2018-02-24 00:00:00,2018-02-24 22:13:30,2018-02-22 22:55:26,29.99,8.72,31.0,614.0,2.0,600.0,1,credit_card,1,38.71,sao paulo,SP,computers_accessories,Electronics,4940.0,15,5,3,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
19541,sao paulo,SP,2017-11-01 13:28:30,2017-11-01 13:46:19,2017-11-03 16:20:57,2017-11-09 17:58:58,2017-11-14,5,,"Produto chegou em bom estado, recomendo.",2017-11-10 00:00:00,2017-11-13 01:39:33,2017-11-08 13:46:19,65.0,8.72,43.0,1646.0,6.0,491.0,1,credit_card,1,73.72,itapecerica da serra,SP,sports_leisure,Entertainment,3648.0,12,8,6,OnTime/Early,OnTime/Early,Fast,Fast,Very Fast
95955,afogados da ingazeira,PE,2018-02-22 02:49:05,2018-02-23 14:15:49,2018-02-27 16:59:03,2018-03-08 16:11:54,2018-03-26,5,,,2018-03-09 00:00:00,2018-03-09 19:56:37,2018-03-01 14:15:49,25.9,25.63,59.0,502.0,1.0,325.0,1,voucher,1,51.53,sao paulo,SP,telephony,Electronics,4400.0,31,14,8,OnTime/Early,OnTime/Early,Slow,Fast,Fast
85703,caico,RN,2018-01-17 11:26:30,2018-01-18 02:11:32,2018-01-23 22:23:24,2018-02-05 16:57:40,2018-02-21,4,,,2018-02-06 00:00:00,2018-02-07 11:31:44,2018-01-24 02:11:32,49.9,37.9,57.0,339.0,2.0,1800.0,1,boleto,1,87.8,sao jose do rio preto,SP,garden_tools,Furniture,32560.0,34,19,12,OnTime/Early,OnTime/Early,Slow,Neutral,Fast
35697,sao paulo,SP,2017-08-26 15:49:30,2017-08-26 16:04:36,2017-08-28 15:35:13,2017-08-31 16:43:13,2017-09-14,5,,,2017-09-01 00:00:00,2017-09-02 14:13:42,2017-08-31 16:04:36,65.9,12.8,58.0,556.0,1.0,800.0,1,credit_card,1,78.7,ibitinga,SP,bed_bath_table,Furniture,23625.0,18,5,3,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
26619,hortolandia,SP,2018-01-08 08:30:28,2018-01-10 10:32:53,2018-01-11 16:22:49,2018-01-15 21:13:34,2018-02-19,5,,,2018-01-16 00:00:00,2018-01-19 10:50:08,2018-01-18 03:35:07,700.0,42.93,38.0,1347.0,5.0,13150.0,1,boleto,1,742.93,sao paulo,SP,baby,Fashion,59584.0,41,7,4,OnTime/Early,OnTime/Early,Very Slow,Very Fast,Very Fast
76059,sao paulo,SP,2018-06-17 18:16:25,2018-06-17 18:34:03,2018-06-18 11:05:00,2018-06-21 15:08:39,2018-07-17,5,Altamente recomendável,Rapidez e bom preço,2018-06-22 00:00:00,2018-06-22 18:27:44,2018-06-21 18:31:39,99.97,18.8,55.0,751.0,2.0,200.0,1,credit_card,2,118.77,formiga,MG,health_beauty,Beauty & Health,3000.0,29,3,3,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast
43724,rio grande,RS,2018-08-12 21:33:04,2018-08-13 21:25:19,2018-08-14 15:03:00,2018-08-21 20:42:43,2018-08-28,5,,,2018-08-22 00:00:00,2018-09-26 03:35:40,2018-08-19 21:25:19,55.0,23.19,49.0,153.0,1.0,550.0,1,credit_card,6,78.19,ibitinga,SP,bed_bath_table,Furniture,7935.0,15,8,7,OnTime/Early,OnTime/Early,Fast,Fast,Very Fast
60987,vitorino freire,MA,2018-06-05 10:22:28,2018-06-05 19:54:51,2018-06-11 12:23:00,2018-06-25 20:37:47,2018-07-19,5,super recomendada,"Produto em timo estado, muito legal",2018-06-26 00:00:00,2018-06-26 23:59:06,2018-06-13 19:54:51,399.0,54.92,45.0,492.0,1.0,200.0,1,credit_card,2,453.92,sao paulo,SP,computers_accessories,Electronics,2592.0,43,20,14,OnTime/Early,OnTime/Early,Very Slow,Neutral,Fast
28186,franca,SP,2018-01-14 14:34:55,2018-01-14 14:48:41,2018-01-17 22:16:57,2018-01-24 21:54:49,2018-02-05,5,,,2018-01-25 00:00:00,2018-01-27 16:29:59,2018-01-18 14:48:41,189.9,14.35,35.0,2816.0,1.0,1250.0,1,credit_card,5,204.25,louveira,SP,housewares,Home & Garden,12672.0,21,10,6,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
11729,curiuva,PR,2018-08-07 10:39:04,2018-08-08 03:24:53,2018-08-08 14:04:00,2018-08-15 15:58:35,2018-08-21,5,*****,"ótimo produto, revendedor confiável. recomendo",2018-08-16 00:00:00,2018-08-17 13:52:20,2018-08-10 03:24:53,95.9,23.47,56.0,960.0,3.0,1400.0,1,boleto,1,119.37,cajamar,SP,auto,Electronics,27000.0,13,8,7,OnTime/Early,OnTime/Early,Fast,Fast,Very Fast
90132,florianopolis,SC,2017-03-27 17:44:36,2017-03-27 19:42:50,2017-04-03 13:10:20,2017-04-21 10:45:07,2017-05-03,5,,,2017-04-22 00:00:00,2017-04-23 12:16:18,2017-04-07 19:42:50,49.9,26.78,49.0,453.0,1.0,3000.0,1,credit_card,1,76.68,uberlandia,MG,stationery,Books & Stationery,9000.0,36,24,17,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral
29510,sao goncalo,RJ,2017-11-30 15:09:58,2017-12-02 15:10:37,2017-12-05 03:24:52,2018-01-17 19:33:02,2017-12-26,3,,JÁ PASSOU DO PRAZO DE ENTREGA.,2017-12-30 00:00:00,2017-12-30 12:46:59,2017-12-07 15:10:37,58.9,21.25,41.0,799.0,1.0,7000.0,1,credit_card,5,80.15,jundiai,SP,housewares,Home & Garden,32994.0,25,48,43,OnTime/Early,Late,Slow,Very Slow,Very Slow
60666,formiga,MG,2017-12-12 09:56:07,2017-12-12 10:50:27,2017-12-13 17:07:43,2017-12-26 18:58:57,2018-01-10,4,,,2017-12-27 00:00:00,2017-12-28 10:29:57,2017-12-18 10:50:27,225.49,16.33,60.0,2298.0,4.0,525.0,1,credit_card,3,241.82,atibaia,SP,computers_accessories,Electronics,4180.0,28,14,13,OnTime/Early,OnTime/Early,Slow,Fast,Fast
7157,teresopolis,RJ,2017-03-20 21:16:15,2017-03-20 21:16:15,2017-03-24 12:32:45,2017-03-30 14:05:20,2017-04-10,4,,,2017-03-31 00:00:00,2017-03-31 23:32:31,2017-03-26 21:16:15,119.99,22.31,50.0,610.0,2.0,3700.0,1,credit_card,2,142.3,sao paulo,SP,furniture_decor,Furniture,45000.0,20,9,6,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
10440,jaguariuna,SP,2017-11-28 22:24:18,2017-11-28 22:31:34,2017-11-29 19:48:33,2017-12-04 22:22:20,2017-12-18,1,,"O site acusa ""pedido entregue"", porém não recebi nada.",2017-12-05 00:00:00,2017-12-06 00:41:56,2017-12-04 22:31:28,109.97,34.04,30.0,606.0,2.0,9700.0,1,credit_card,24,1440.1,s jose do rio preto,SP,furniture_living_room,Furniture,37260.0,19,5,5,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
1641,sao paulo,SP,2018-04-15 23:04:47,2018-04-16 23:12:02,2018-04-17 15:48:49,2018-04-18 16:12:49,2018-05-02,4,,Bom,2018-04-19 00:00:00,2018-04-22 13:30:48,2018-04-22 23:12:02,124.9,12.78,59.0,1217.0,6.0,2150.0,1,credit_card,2,137.68,sao bernardo do campo,SP,office_furniture,Furniture,10816.0,16,2,1,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
34251,araguari,MG,2017-07-11 16:51:46,2017-07-11 17:30:17,2017-07-12 19:53:32,2017-07-26 17:16:56,2017-08-02,4,,Foi tudo como combinado.,2017-07-27 00:00:00,2017-08-01 18:58:46,2017-07-17 17:30:17,179.0,16.0,59.0,451.0,1.0,21750.0,1,credit_card,8,195.0,ibitinga,SP,home_confort,Home & Garden,23625.0,21,15,13,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
98352,pinhais,PR,2018-01-10 07:20:55,2018-01-10 16:49:40,2018-01-15 17:38:51,2018-01-26 19:21:39,2018-02-02,4,,"foi entregue o produto no prazo ,loja compriu com o acordado na hora da compra ",2018-01-27 00:00:00,2018-01-30 10:41:31,2018-01-16 16:49:40,19.9,12.48,52.0,390.0,1.0,150.0,1,boleto,1,32.38,maringa,PR,electronics,Electronics,4680.0,22,16,11,OnTime/Early,OnTime/Early,Neutral,Neutral,Fast
8299,sao paulo,SP,2018-07-02 15:54:12,2018-07-05 16:27:54,2018-07-04 13:45:00,2018-07-09 18:38:44,2018-07-20,5,Ótimo,Ótimo produto,2018-07-10 00:00:00,2018-07-14 03:15:14,2018-07-05 19:31:22,49.9,13.93,55.0,928.0,1.0,600.0,1,boleto,1,63.83,jales,SP,furniture_decor,Furniture,4913.0,17,7,5,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
86431,varginha,MG,2018-08-25 11:01:56,2018-08-25 11:15:09,2018-08-27 12:16:00,2018-08-29 15:38:59,2018-09-05,4,,,2018-08-30 00:00:00,2018-08-31 15:01:38,2018-08-28 11:15:09,89.99,23.62,58.0,1893.0,1.0,5950.0,1,credit_card,1,113.61,ilicinea,MG,garden_tools,Furniture,8000.0,10,4,2,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
43897,campinas,SP,2017-07-18 17:17:37,2017-07-18 17:25:16,2017-07-19 19:34:56,2017-07-26 15:52:12,2017-08-09,5,,,2017-07-27 00:00:00,2017-08-07 17:23:39,2017-07-24 17:25:16,39.9,16.11,54.0,133.0,3.0,750.0,1,credit_card,1,112.02,tres rios,RJ,bed_bath_table,Furniture,6912.0,21,7,6,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
77623,rio de janeiro,RJ,2017-06-17 23:50:22,2017-06-18 00:47:03,2017-06-21 14:13:18,2017-07-07 20:52:47,2017-07-11,5,,"O produto é muito bom, esquenta bem potencializando o efeito do produto no cabelo.",2017-07-08 00:00:00,2017-07-10 12:19:51,2017-06-22 00:47:03,61.8,16.68,33.0,1087.0,1.0,600.0,1,credit_card,7,78.48,sao paulo,SP,health_beauty,Beauty & Health,8008.0,23,19,16,OnTime/Early,OnTime/Early,Neutral,Neutral,Neutral
97562,canhotinho,PE,2018-03-28 18:14:55,2018-03-29 18:11:01,2018-04-02 21:24:30,2018-04-20 15:11:43,2018-04-27,2,,Ótima loja totalmente responsável com o cliente. Um Exemplo,2018-04-21 00:00:00,2018-04-22 13:32:31,2018-04-04 18:10:32,72.0,38.55,52.0,95.0,1.0,700.0,1,credit_card,5,110.55,sp,SP,construction_tools_construction,Industry & Construction,2057.0,29,22,17,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral
89544,sao miguel arcanjo,SP,2018-01-10 23:01:15,2018-01-10 23:13:30,2018-01-15 20:12:41,2018-01-17 18:35:28,2018-02-01,5,,,2018-01-18 00:00:00,2018-01-19 09:34:43,2018-01-16 23:13:30,79.0,13.57,53.0,316.0,2.0,1350.0,1,credit_card,3,92.57,campo limpo paulista,SP,stationery,Books & Stationery,31920.0,21,6,1,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
105232,passos,MG,2018-04-03 15:40:16,2018-04-03 17:10:21,2018-04-04 11:31:20,2018-04-09 18:21:20,2018-05-02,5,,O produto é bom eu recomendo,2018-04-10 00:00:00,2018-04-12 23:07:36,2018-04-09 17:10:21,199.5,23.11,58.0,1278.0,5.0,450.0,1,credit_card,5,445.22,goiania,GO,audio,Electronics,2700.0,28,6,5,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast
49627,sao paulo,SP,2018-01-11 15:32:58,2018-01-13 04:54:48,2018-01-15 23:56:01,2018-01-18 12:19:24,2018-02-02,4,,,2018-01-19 00:00:00,2018-01-21 23:21:46,2018-01-18 02:31:48,110.9,15.54,39.0,601.0,2.0,750.0,1,boleto,1,126.44,colombo,PR,toys,Entertainment,15300.0,21,6,2,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
104198,fortaleza,CE,2018-03-26 21:51:15,2018-03-26 22:07:13,2018-03-29 20:56:40,2018-05-11 17:36:40,2018-04-18,1,,,2018-04-20 00:00:00,2018-04-20 12:57:52,2018-04-01 22:07:13,138.0,29.23,52.0,1561.0,2.0,6950.0,1,credit_card,3,167.23,guarulhos,SP,industry_commerce_and_business,Industry & Construction,58240.0,22,45,42,OnTime/Early,Late,Neutral,Very Slow,Very Slow
109426,sao paulo,SP,2017-05-04 15:27:52,2017-05-06 02:22:52,2017-05-09 07:47:58,2017-05-11 14:29:45,2017-05-29,5,,,2017-05-12 00:00:00,2017-05-15 12:46:55,2017-05-11 02:22:52,109.9,14.53,49.0,290.0,1.0,800.0,1,boleto,1,248.86,belo horizonte,MG,luggage_accessories,Home & Garden,36784.0,24,6,2,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
98483,rio de janeiro,RJ,2018-02-10 19:08:35,2018-02-10 19:28:10,2018-02-14 17:48:57,2018-02-22 21:04:48,2018-03-09,5,,,2018-02-23 00:00:00,2018-02-24 19:44:44,2018-02-15 19:28:10,17.9,16.79,49.0,238.0,1.0,150.0,1,credit_card,1,34.69,maringa,PR,electronics,Electronics,2106.0,26,12,8,OnTime/Early,OnTime/Early,Slow,Fast,Fast
102186,praia grande,SP,2018-01-13 12:49:45,2018-01-13 12:58:23,2018-01-15 21:47:52,2018-01-19 00:36:49,2018-01-30,5,,,2018-01-19 00:00:00,2018-01-19 21:54:37,2018-01-18 12:58:23,209.0,45.28,44.0,960.0,2.0,22600.0,1,credit_card,5,254.28,diadema,SP,pet_shop,Home & Garden,135594.0,16,5,3,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
53725,nova iguacu,RJ,2018-05-04 17:00:41,2018-05-04 17:10:31,2018-05-07 14:49:00,2018-05-15 17:14:34,2018-06-05,1,Não tenho como avaliar ,Até o momento não recebi o produto então não tenho nada a opinar.,2018-05-16 00:00:00,2018-05-16 23:21:52,2018-05-17 17:10:31,209.99,22.55,51.0,516.0,1.0,5200.0,1,credit_card,8,232.54,sao paulo,SP,cool_stuff,Fashion,25160.0,31,11,8,OnTime/Early,OnTime/Early,Slow,Fast,Fast
27298,sao paulo,SP,2017-03-04 19:42:06,2017-03-07 04:23:16,2017-03-30 16:39:47,2017-04-01 10:07:57,2017-03-23,1,,estou aguardando minha encomenda.,2017-03-26 00:00:00,2017-03-28 16:00:09,2017-03-13 04:23:16,54.99,10.99,53.0,631.0,2.0,750.0,1,boleto,1,65.98,limeira,SP,housewares,Home & Garden,5250.0,18,27,1,Late,Late,Neutral,Slow,Very Fast
20420,rio do sul,SC,2018-05-12 10:26:45,2018-05-12 10:52:14,2018-05-14 15:46:00,2018-05-21 18:33:01,2018-06-01,5,,,2018-05-22 00:00:00,2018-05-22 21:57:56,2018-05-15 10:52:14,49.49,18.23,59.0,317.0,1.0,150.0,1,credit_card,2,67.72,sao paulo,SP,sports_leisure,Entertainment,720.0,19,9,7,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
48046,santa cruz do sul,RS,2017-09-28 17:07:12,2017-09-28 17:25:03,2017-09-29 13:16:12,2017-10-06 19:21:41,2017-10-24,5,,,2017-10-07 00:00:00,2017-10-07 23:59:24,2017-10-04 17:25:03,64.9,17.7,55.0,460.0,1.0,1100.0,1,credit_card,1,82.6,joinville,SC,toys,Entertainment,7740.0,25,8,7,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
40809,rio de janeiro,RJ,2018-03-21 13:16:52,2018-03-21 14:11:51,2018-03-23 01:58:45,2018-04-03 19:25:56,2018-04-23,5,,"Só compro no site das lojas lannister,pra min o melhor ,são corretíssimos!!!",2018-04-04 00:00:00,2018-04-04 23:41:27,2018-03-27 14:11:51,39.0,16.67,43.0,506.0,3.0,1000.0,1,credit_card,2,111.34,poa,SP,bed_bath_table,Furniture,7000.0,32,13,11,OnTime/Early,OnTime/Early,Slow,Fast,Fast
110264,sao marcos,RS,2017-08-21 18:48:07,2017-08-21 19:05:21,2017-08-24 16:36:53,2017-09-01 16:33:02,2017-09-15,5,,"ESTOU MUITO SATISFEITA, COM CERTEZA VOLTAREI A COMPRAR !",2017-09-02 00:00:00,2017-09-05 22:42:48,2017-08-25 19:05:21,31.5,15.1,44.0,1615.0,1.0,800.0,1,credit_card,3,36.69,sao paulo,SP,books_general_interest,Books & Stationery,4356.0,24,10,7,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
46174,bacabal,MA,2017-12-27 16:56:51,2017-12-27 17:48:15,2017-12-28 22:17:48,2018-01-19 18:39:42,2018-01-31,3,,"Bom, recebi o produto de forma incompleta, veio faltando o urso mini , apesar dele constar na nota fiscal recebida. No entanto, recomendo a loja, pois sei que foi uma falha que pode ser corrigida. ",2018-01-20 00:00:00,2018-01-21 00:05:51,2018-01-03 17:48:15,36.9,34.94,54.0,240.0,1.0,300.0,1,credit_card,10,165.58,ibitinga,SP,toys,Entertainment,8000.0,34,23,21,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral
101051,rio de janeiro,RJ,2018-04-09 22:40:40,2018-04-10 00:31:46,2018-04-13 21:16:54,2018-04-16 18:55:00,2018-05-04,5,,,2018-04-17 00:00:00,2018-04-20 13:46:20,2018-04-16 00:29:18,134.0,7.96,31.0,640.0,1.0,128.0,1,credit_card,2,141.96,rio de janeiro,RJ,pet_shop,Home & Garden,1989.0,24,6,2,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
20720,luis antonio,SP,2018-03-16 12:09:23,2018-03-16 12:29:21,2018-03-16 22:16:17,2018-04-03 18:48:56,2018-04-13,4,,,2018-04-04 00:00:00,2018-04-04 22:25:56,2018-03-22 12:29:21,38.2,18.23,53.0,524.0,4.0,450.0,1,credit_card,5,56.43,itajai,SP,sports_leisure,Entertainment,5175.0,27,18,17,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral
81893,contagem,MG,2017-11-10 13:17:12,2017-11-10 13:30:42,2017-11-13 14:02:42,2017-11-22 19:00:50,2017-12-13,1,,Falo com toda certeza que o produto não é original! Estou muito insatisfeito.,2017-11-23 00:00:00,2017-11-27 09:13:11,2017-11-22 13:30:42,349.9,20.02,59.0,874.0,1.0,525.0,1,credit_card,8,369.92,videira,SC,perfumery,Beauty & Health,4608.0,32,12,9,OnTime/Early,OnTime/Early,Slow,Fast,Fast
84890,osasco,SP,2018-01-20 16:49:19,2018-01-20 17:21:25,2018-01-24 18:09:24,2018-01-29 23:23:16,2018-02-14,5,,,2018-01-30 00:00:00,2018-02-02 15:52:15,2018-01-25 17:21:25,49.9,13.37,59.0,341.0,2.0,1750.0,1,credit_card,1,63.27,sao jose do rio preto,SP,garden_tools,Furniture,32560.0,24,9,5,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
49317,campinas,SP,2017-11-29 22:19:10,2017-11-29 23:06:43,2017-12-01 17:12:25,2017-12-03 20:03:19,2017-12-15,5,,,2017-12-04 00:00:00,2017-12-04 22:37:59,2017-12-05 23:06:43,99.9,58.9,47.0,474.0,2.0,330.0,2,voucher,1,91.13,florianopolis,SC,toys,Entertainment,3360.0,15,3,2,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
